op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition,price,lat,lon
For sale,Citi,Ezera 21,2,55.0,4.0,4.0,Staļina,Brick,All amenities,47800.0,57.02158285,24.13066712347843
For sale,Āgenskalns,M. Nometņu 76,2,49.0,2.0,2.0,Renov.,Wood,All amenities,34300.0,56.9372249,24.05922274049207
For sale,centrs,Merķeļa 7,1,19.21,2.0,5.0,P. kara,Masonry,All amenities,42990.0,56.948901600000006,24.1191083
For sale,centrs,Merķeļa 7,1,31.88,2.0,5.0,P. kara,Masonry,All amenities,63990.0,56.948901600000006,24.1191083
For sale,centrs,Merķeļa 7,1,31.52,3.0,5.0,P. kara,Masonry,All amenities,63990.0,56.948901600000006,24.1191083
For sale,centrs,Merķeļa 7,1,23.82,3.0,5.0,P. kara,Masonry,All amenities,46990.0,56.948901600000006,24.1191083
For sale,Vecrīga,Šķūņu 6,1,20.0,2.0,4.0,P. kara,Masonry,All amenities,66990.0,56.9487783,24.1075908
For sale,Vecrīga,Šķūņu 6,1,25.0,2.0,4.0,P. kara,Masonry,All amenities,74990.0,56.9487783,24.1075908
For sale,Vecrīga,Šķūņu 6,2,47.0,2.0,4.0,P. kara,Masonry,All amenities,119990.0,56.9487783,24.1075908
For sale,Vecrīga,Šķūņu 6,1,34.0,4.0,4.0,P. kara,Masonry,All amenities,76990.0,56.9487783,24.1075908
For sale,Citi,Lēpju 5,3,60.0,5.0,5.0,Specpr.,Brick,All amenities,41000.0,57.04141455,24.02751815
For sale,centrs,Čaka 36,4,84.0,2.0,5.0,P. kara,Masonry,All amenities,149810.0,56.952698,24.1299733
For sale,Sarkandaugava,Aptiekas 6,2,45.4,2.0,5.0,Staļina,Brick,All amenities,59000.0,56.9959976,24.123668323142585
For sale,Ķengarags,Aviācijas 1,2,51.0,1.0,5.0,LT proj.,Panel,All amenities,43000.0,56.9063124,24.194647650000004
For sale,Pļavnieki,Saharova 1,3,60.0,4.0,9.0,602.,Panel,All amenities,55000.0,56.9331169,24.200493343180128
For sale,Teika,Launkalnes 12,1,33.0,4.0,5.0,103.,Brick-Panel,All amenities,35000.0,56.972242,24.17586730761217
For sale,Iļģuciems,Buļļu 42 a,1,45.0,5.0,9.0,119.,Panel,All amenities,43000.0,56.965298,24.0573721
For sale,Dzegužkalns,Ūdens 12,3,88.0,4.0,6.0,Renov.,Brick-Panel,All amenities,177000.0,56.95518535,24.07243230503181
For sale,Teika,Ropažu 91,1,21.0,1.0,2.0,P. kara,Wood,Partial amenities,17000.0,56.9827634,24.1912189088567
For sale,Purvciems,Stirnu 35a,3,61.0,4.0,9.0,602.,Panel,All amenities,58900.0,56.96095819999999,24.18706291472432
For sale,Ķengarags,Maskavas 321,2,39.0,2.0,5.0,LT proj.,Panel,All amenities,42000.0,56.8597884,24.3083417
For sale,Vecrīga,Grēcinieku 26,3,89.3,3.0,4.0,Renov.,Masonry,All amenities,184000.0,56.9466569,24.1073804
For sale,centrs,Brīvības iela 48,4,136.0,4.0,5.0,P. kara,Masonry,All amenities,196000.0,56.95521835,24.12012802755633
For sale,Purvciems,Dzelzavas 37,4,74.0,1.0,9.0,602.,Panel,All amenities,65000.0,56.95922675,24.182087016206157
For sale,Pļavnieki,Jasmuižas 11,2,47.0,4.0,8.0,602.,Panel,All amenities,52900.0,56.936719,24.21155531690764
For sale,Mežciems,Druvienas 36,3,62.0,5.0,9.0,602.,Panel,All amenities,65000.0,56.97049499999999,24.23270761006655
For sale,Ķengarags,Maskavas 250/6,2,37.0,1.0,5.0,LT proj.,Panel,All amenities,25700.0,56.887204,24.2335864
For sale,Purvciems,Nīcgales 53,1,42.0,5.0,5.0,M. ģim.,Brick-Panel,All amenities,27000.0,56.9449973,24.1732463
For sale,Citi,Kojusalas 25,2,37.0,2.0,3.0,P. kara,Brick,All amenities,42800.0,56.93353555,24.156021647100925
For sale,Purvciems,Dzelzavas 11,2,42.0,5.0,5.0,Hrušč.,Brick,All amenities,55000.0,56.96388685,24.169750635261398
For sale,Imanta,Rigondas g. 10,2,52.0,8.0,9.0,602.,Panel,All amenities,54000.0,56.9648157,24.0190534
For sale,centrs,Teātra 12,5,136.0,6.0,7.0,P. kara,Masonry,All amenities,315000.0,56.948853,24.1124748
For sale,Dzegužkalns,Kreslera 1,4,89.6,1.0,3.0,Specpr.,Brick-Panel,Partial amenities,41000.0,56.96337905,24.065128626485528
For sale,Vecrīga,Teātra 12,5,136.0,6.0,7.0,P. kara,Masonry,All amenities,315000.0,56.948853,24.1124748
For sale,Vecrīga,Jēkaba 26,2,67.0,5.0,5.0,P. kara,Masonry,All amenities,145000.0,56.952698,24.105147100000003
For sale,Citi,Šķirotavas 3a,3,56.0,4.0,5.0,Specpr.,Brick,All amenities,34500.0,56.9054036,24.2216505
For sale,Pļavnieki,Salnas 28,2,53.0,3.0,9.0,602.,Panel,All amenities,56000.0,56.94096295,24.226260052730684
For sale,Mežciems,Gaiļezera 4,4,124.0,9.0,10.0,602.,Panel,All amenities,103000.0,56.96794800000001,24.23515863117775
For sale,centrs,Zaļā 7,3,75.0,1.0,4.0,P. kara,Brick,All amenities,129000.0,56.9589017,24.1144608
For sale,Mežciems,Kaivas 50,3,88.0,4.0,5.0,Jaun.,Panel-Brick,All amenities,110250.0,56.95546705,24.24181865
For sale,Maskavas priekšpilsēta,Viļānu 6,2,50.0,3.0,5.0,LT proj.,Panel,All amenities,68000.0,56.9397657,24.1531645
For sale,Pļavnieki,Jasmuižas 18,2,62.0,1.0,10.0,Jaun.,Masonry,All amenities,89990.0,56.936002650000006,24.21427010179035
For sale,Ziepniekkalns,Tadaiķu 1,1,32.0,5.0,5.0,LT proj.,Panel,All amenities,36500.0,56.91580105,24.09223802286973
For sale,Iļģuciems,Daugavgrīvas 91,2,37.0,2.0,3.0,Specpr.,Masonry,Partial amenities,15400.0,57.0164335,24.0628649
For sale,Citi,Lielā 69,2,37.0,1.0,1.0,Specpr.,Wood,Partial amenities,13000.0,57.1465149,24.3408657
For sale,Sarkandaugava,Zāģeru 6,1,31.0,3.0,4.0,Specpr.,Masonry,Partial amenities,11900.0,57.003108,24.1212272
For sale,Sarkandaugava,Limbažu 7,3,44.0,1.0,3.0,P. kara,Masonry,Partial amenities,13000.0,57.0002664,24.12332860792593
For sale,centrs,Čaka 41,5,97.0,2.0,2.0,P. kara,Wood,All amenities,105000.0,56.9528907,24.129681
For sale,Jugla,Juglas 2,4,97.0,2.0,9.0,Specpr.,Brick,All amenities,125130.0,56.98865355,24.244177981528093
For sale,Citi,"Vienības gatve x, Rīga",1,28.0,4.0,5.0,Specpr.,Brick,All amenities,25000.0,56.8801127,24.071657
For sale,Ziepniekkalns,Komētas 30,2,66.0,2.0,4.0,Jaun.,Panel-Brick,All amenities,101000.0,56.914968,24.12289
For sale,centrs,Dzirnavu 115,3,47.0,4.0,4.0,P. kara,Brick,All amenities,57810.0,56.9443854,24.1264321
For sale,Āgenskalns,Tapešu 19,4,74.0,5.0,5.0,Specpr.,Brick,All amenities,82000.0,56.94697539999999,24.0486162
For sale,Purvciems,Pūces 51,3,62.0,3.0,9.0,602.,Panel,All amenities,55000.0,56.95350215000001,24.192131770328075
For sale,Āgenskalns,Kapseļu 25a,4,166.0,4.0,4.0,Jaun.,Masonry,All amenities,286700.0,56.9406155,24.0635273
For sale,Āgenskalns,Kapseļu 25a,3,166.0,4.0,4.0,Jaun.,Masonry,All amenities,286700.0,56.9406155,24.0635273
For sale,Āgenskalns,Kapseļu 25a,2,67.1,1.0,4.0,Jaun.,Masonry,All amenities,134200.0,56.9406155,24.0635273
For sale,Āgenskalns,Kapseļu 25a,2,65.0,3.0,4.0,Jaun.,Masonry,All amenities,142340.0,56.9406155,24.0635273
For sale,Āgenskalns,Kapseļu 25a,2,63.0,3.0,4.0,Jaun.,Masonry,All amenities,139040.0,56.9406155,24.0635273
For sale,Āgenskalns,Kapseļu 25a,2,59.8,1.0,4.0,Jaun.,Masonry,All amenities,113620.0,56.9406155,24.0635273
For sale,Iļģuciems,Slokas 72,3,80.0,1.0,3.0,Staļina,Brick,All amenities,69000.0,56.9593385,24.060504543059697
For sale,Citi,Lubānas 10,3,57.0,3.0,9.0,467.,Panel,All amenities,47000.0,56.9336224,24.16269010000001
For sale,Ziepniekkalns,Ozolciema 16,4,90.0,1.0,7.0,119.,Panel,All amenities,81000.0,56.9008066,24.0862562
For sale,Jugla,Skrudalienas 7,2,49.0,1.0,2.0,Specpr.,Panel-Brick,All amenities,37500.0,56.9817147,24.250937275193447
For sale,centrs,Baznīcas 26a,3,104.0,6.0,6.0,Renov.,Brick,All amenities,230000.0,56.9585108,24.1228978201078
For sale,Mežciems,Eizenšteina 79,3,64.0,7.0,9.0,602.,Panel,All amenities,55000.0,56.9613221,24.23424107516153
For sale,centrs,Arsenāla 7,3,80.0,3.0,5.0,P. kara,Masonry,All amenities,110000.0,56.95080655,24.10298145937508
For sale,centrs,Republikas laukums 3,3,127.0,7.0,7.0,Jaun.,Panel,All amenities,273000.0,56.9552522,24.0999991251943
For sale,centrs,Stabu 100,2,41.0,3.0,7.0,Jaun.,Masonry,All amenities,94164.0,56.9484721,24.1446057
For sale,centrs,Klijānu 3,2,50.0,2.0,5.0,P. kara,Masonry,All amenities,67000.0,56.96965905,24.151998048208643
For sale,Jugla,Juglas 3,2,47.0,2.0,5.0,LT proj.,Panel,All amenities,44850.0,56.98820105,24.24322393920022
For sale,centrs,Stabu 100,4,101.0,3.0,7.0,Jaun.,Masonry,All amenities,222220.0,56.9484721,24.1446057
For sale,Imanta,"Kurzemes prospekts 34, Rīga",2,49.0,1.0,5.0,LT proj.,Panel,All amenities,41000.0,56.961733,24.03026041879678
For sale,centrs,Rūpniecības 16,4,110.0,2.0,6.0,P. kara,Masonry,All amenities,172000.0,56.96068670000001,24.1035085
For sale,Mežciems,Eizenšteina 63,1,32.0,6.0,9.0,602.,Panel,All amenities,34500.0,56.9622593,24.234723677160865
For sale,centrs,Bruņinieku 28,3,84.0,6.0,6.0,P. kara,Masonry,All amenities,149000.0,56.95567115,24.131410960883397
For sale,Purvciems,Purvciema 22,1,50.0,6.0,9.0,119.,Panel,All amenities,50000.0,56.95329855,24.17119813737599
For sale,Mežaparks,Viestura pr. 69,2,46.0,4.0,5.0,Hrušč.,Brick-Panel,All amenities,49500.0,56.998436600000005,24.1328951
For sale,centrs,Valdemāra 37,3,77.0,4.0,6.0,Renov.,Masonry,All amenities,159600.0,56.958482,24.116859
For sale,centrs,Muitas 1,3,104.5,2.0,4.0,Jaun.,Brick-Panel,All amenities,289000.0,56.953709200000006,24.1021092
For sale,Šampēteris-Pleskodāle,Stendes 7/4,1,25.0,3.0,3.0,M. ģim.,Brick,All amenities,12500.0,56.9406706,24.0386236
For sale,centrs,Klusā 20,3,60.0,3.0,9.0,Renov.,Panel-Brick,All amenities,69000.0,56.97650505,24.146495835700925
For sale,Mežaparks,Sakses 2,3,100.0,2.0,3.0,P. kara,Wood,All amenities,250000.0,56.9983159,24.161457026415786
For sale,centrs,Barona 24/26,2,41.0,6.0,6.0,Renov.,Masonry,All amenities,102750.0,56.95161295,24.12245714786153
For sale,Maskavas priekšpilsēta,Katoļu 9,1,29.0,4.0,6.0,Renov.,Masonry,All amenities,44500.0,56.94181855,24.136004360151063
For sale,Maskavas priekšpilsēta,Katoļu 9,3,50.2,3.0,6.0,Jaun.,Masonry,All amenities,69500.0,56.94181855,24.136004360151063
For sale,Jugla,Lilastes 5,3,57.64,1.0,5.0,Hrušč.,Brick-Panel,All amenities,45900.0,56.98077435,24.250345175068677
For sale,centrs,Tallinas 90,2,50.0,2.0,5.0,P. kara,Masonry,All amenities,90000.0,56.95616370000001,24.148823099999998
For sale,Vecrīga,Republikas laukums 3,2,54.0,6.0,7.0,Jaun.,Panel,All amenities,130000.0,56.9552522,24.0999991251943
For sale,Āgenskalns,Lielirbes 11,2,68.0,5.0,25.0,Jaun.,Brick-Panel,All amenities,108000.0,56.934064500000005,24.043638100000003
For sale,Iļģuciems,Lilijas 21,2,53.0,7.0,7.0,Specpr.,Brick-Panel,All amenities,62500.0,56.9645991,24.062074997784247
For sale,Āgenskalns,Daugavgrīvas 34,4,61.0,1.0,2.0,P. kara,Wood,All amenities,76000.0,57.0164335,24.0628649
For sale,Āgenskalns,Kalnciema 57a,2,43.0,1.0,4.0,Hrušč.,Brick,All amenities,41800.0,56.94143975,24.05811295
For sale,Āgenskalns,Kalnciema 116c,2,40.0,3.0,4.0,Hrušč.,Brick,All amenities,34000.0,56.9350026,24.03798155003438
For sale,Šampēteris-Pleskodāle,Kalnciema 116c,2,40.0,3.0,4.0,Hrušč.,Brick,All amenities,34000.0,56.9350026,24.03798155003438
For sale,centrs,Rūpniecības 21,4,170.0,6.0,7.0,Jaun.,Brick-Panel,All amenities,430000.0,56.9660465,24.1019662
For sale,Āgenskalns,Sabiles 8,4,101.0,3.0,3.0,Jaun.,Masonry,All amenities,172500.0,56.93945279999999,24.0668604
For sale,Imanta,Jūrmalas g. 92,4,77.7,3.0,9.0,Jaun.,Panel,All amenities,159950.0,56.95203525,24.00385322516397
For sale,Imanta,Jūrmalas g. 92,3,60.2,3.0,9.0,Jaun.,Panel,All amenities,129999.0,56.95203525,24.00385322516397
For sale,Imanta,Jūrmalas g. 92,2,45.0,3.0,9.0,Jaun.,Panel,All amenities,95500.0,56.95203525,24.00385322516397
For sale,centrs,Antonijas 15,2,35.0,2.0,5.0,P. kara,Masonry,All amenities,89900.0,56.95954305,24.11287408302882
For sale,Imanta,Akāciju 2d,2,45.0,6.0,9.0,Jaun.,Panel,All amenities,78369.0,56.95141320000001,24.00387617537462
For sale,Vecmīlgrāvis,Ledus 2,1,35.0,2.0,9.0,602.,Panel,All amenities,36000.0,57.03751635,24.095659131119135
For sale,Ķengarags,Maskavas 275,2,47.0,10.0,12.0,Čehu pr.,Panel-Brick,All amenities,47500.0,56.91983035,24.17288998924717
For sale,Vecmīlgrāvis,Emmas 1,3,58.0,3.0,5.0,Hrušč.,Brick,All amenities,32000.0,57.02737355,24.10533045
For sale,centrs,Tērbatas 33,4,118.0,5.0,6.0,Renov.,Masonry,All amenities,294000.0,56.9554229,24.124048100000003
For sale,centrs,Tērbatas 33,3,80.0,5.0,6.0,Renov.,Masonry,All amenities,208520.0,56.9554229,24.124048100000003
For sale,centrs,Tērbatas 33,2,51.9,2.0,6.0,Renov.,Masonry,All amenities,124560.0,56.9554229,24.124048100000003
For sale,centrs,Tērbatas 33,5,111.3,5.0,6.0,P. kara,Masonry,All amenities,139125.0,56.9554229,24.124048100000003
For sale,Purvciems,Ūnijas 66,3,72.0,9.0,9.0,Specpr.,Brick,All amenities,79920.0,56.9626668,24.180730800000003
For sale,Pļavnieki,"Jukuma Vācieša iela 2g, Rīga",3,68.0,14.0,16.0,Specpr.,Panel,All amenities,72000.0,56.9331874,24.204358201582465
For sale,Sarkandaugava,Sliežu 33,1,40.0,5.0,5.0,Specpr.,Brick,All amenities,27000.0,57.008480000000006,24.12530709570524
For sale,Jugla,Juglas 10,2,91.0,4.0,9.0,Jaun.,Brick,All amenities,115000.0,56.9865865,24.24725628833992
For sale,Mežaparks,"Viestura prospekts 95, Rīga",3,117.0,10.0,11.0,Jaun.,Panel-Brick,All amenities,175500.0,57.00930605,24.128020793089696
For sale,Ķengarags,Ikšķiles 4,2,44.0,1.0,5.0,LT proj.,Panel,All amenities,35000.0,56.90080385,24.20703229999999
For sale,Jugla,Silciema 15,2,49.0,2.0,5.0,Hrušč.,Panel,All amenities,33099.0,56.9851479,24.239462
For sale,Purvciems,Deglava 104,3,75.0,5.0,9.0,119.,Panel,All amenities,67000.0,56.94802780000001,24.188490449999968
For sale,Sarkandaugava,Viestura pr. 77,2,46.0,5.0,5.0,103.,Brick-Panel,All amenities,41500.0,56.998436600000005,24.1328951
For sale,Ķengarags,Maskavas 291 k-3,3,60.0,5.0,5.0,LT proj.,Panel,All amenities,59990.0,56.9168339,24.176982950000014
For sale,Ziepniekkalns,Valdeķu 52-4,3,62.0,9.0,9.0,602.,Panel,All amenities,70000.0,56.9150015,24.0967059
For sale,centrs,Ieroču 1,2,83.0,5.0,6.0,Staļina,Masonry,Partial amenities,56000.0,56.97568045,24.1399743
For sale,Teika,Ropažu 98,1,23.0,2.0,3.0,Staļina,Masonry,All amenities,15500.0,56.9829104,24.1898681
For sale,Purvciems,Dzelzavas 2,3,91.8,2.0,2.0,P. kara,Brick,All amenities,85000.0,56.96446795,24.166697337245
For sale,Teika,Pēkšēna 11,2,39.0,1.0,2.0,P. kara,Wood,All amenities,56800.0,56.97539405000001,24.179603388569817
For sale,centrs,Brīvības iela 1,3,75.0,5.0,5.0,P. kara,Masonry,All amenities,157920.0,56.96490685,24.14305164570806
For sale,Teika,Ropažu 122 k-5,1,37.0,1.0,2.0,Staļina,Masonry,All amenities,34800.0,56.9837612,24.195944035957623
For sale,centrs,Hospitāļu 40,4,180.0,1.0,3.0,Staļina,Masonry,All amenities,165000.0,56.97588635,24.139172520738192
For sale,Jugla,Bākūžu 13a,4,96.0,1.0,3.0,Jaun.,Brick-Panel,All amenities,150000.0,56.9876991,24.2350567
For sale,Citi,Salacas 5,2,48.0,3.0,3.0,Specpr.,Masonry,All amenities,46900.0,56.92977845,24.16933105
For sale,Citi,Pļaviņu 15,2,48.0,6.0,9.0,467.,Panel,All amenities,40000.0,56.93217605,24.16330335
For sale,Purvciems,Brantkalna 2,2,60.0,9.0,9.0,119.,Panel,All amenities,64300.0,56.95076315,24.189569111048268
For sale,Citi,Sējas 47,4,100.0,2.0,2.0,Priv. m.,Wood,All amenities,125000.0,56.9126948,24.06060330196096
For sale,centrs,Eksporta 6,3,148.0,6.0,6.0,Renov.,Masonry,All amenities,198000.0,56.956763,24.0954531
For sale,centrs,Miesnieku 14,2,57.0,5.0,5.0,P. kara,Masonry,All amenities,119800.0,56.94888829999999,24.1023279
For sale,centrs,Bruņinieku 104,2,53.0,4.0,4.0,Renov.,Masonry,All amenities,72000.0,56.949434200000006,24.14454782161083
For sale,Vecrīga,Mārstaļu 2k4,4,126.0,4.0,4.0,P. kara,Brick,All amenities,220000.0,56.9451747,24.1075711
For sale,centrs,Zvaigžņu 24,1,20.0,3.0,5.0,P. kara,Masonry,All amenities,35000.0,56.9607411,24.1497716
For sale,centrs,Zaubes 1,5,149.0,2.0,5.0,P. kara,Masonry,All amenities,238000.0,56.9627744,24.12303978224199
For sale,Teika,Caunes 11,5,168.0,1.0,3.0,Priv. m.,Masonry,All amenities,200000.0,56.98105865,24.18990055853128
For sale,Jugla,Kvēles 15,2,47.0,5.0,5.0,LT proj.,Panel,All amenities,46000.0,56.98129535,24.245555849999995
For sale,Mežciems,Kaivas 50-45,2,51.0,2.0,5.0,Jaun.,Masonry,All amenities,65500.0,56.9541725,24.2443253
For sale,centrs,Tomsona 4,3,71.0,3.0,6.0,Specpr.,Masonry,All amenities,127000.0,56.96362585,24.124318707516824
For sale,Šampēteris-Pleskodāle,Lielirbes 11,2,68.0,5.0,25.0,Jaun.,Brick-Panel,All amenities,108000.0,56.934064500000005,24.043638100000003
For sale,Purvciems,Viršu 3,3,77.0,9.0,9.0,119.,Panel,All amenities,68000.0,56.9521257,24.176113800000024
For sale,centrs,Ģertrūdes 113,3,68.0,6.0,6.0,P. kara,Masonry,All amenities,91800.0,56.9488564,24.138497033950248
For sale,Vecrīga,Kungu 25,2,68.0,3.0,6.0,Jaun.,Masonry,All amenities,136400.0,56.9453382,24.109463953308826
For sale,Imanta,Anniņmuižas bulvāris 38/4,4,74.0,2.0,18.0,Jaun.,Panel,All amenities,125000.0,56.9597946,24.0121597
For sale,centrs,Visvalža 7,4,113.0,5.0,6.0,P. kara,Brick,All amenities,132000.0,56.94794924999999,24.13044576823041
For sale,Šampēteris-Pleskodāle,Volguntes 40,3,90.0,1.0,4.0,Jaun.,Brick-Panel,All amenities,145000.0,56.9375738,24.03746545000001
For sale,Ziepniekkalns,Svētes 1,3,99.0,1.0,4.0,Jaun.,Brick,All amenities,159000.0,56.91537545,24.09477056365466
For sale,Mežaparks,"Viestura prospekts 95, Rīga",3,117.0,10.0,11.0,Jaun.,Brick,All amenities,185000.0,57.00930605,24.128020793089696
For sale,Vecrīga,Kungu 25,4,93.0,3.0,6.0,Jaun.,Masonry,All amenities,185200.0,56.9453382,24.109463953308826
For sale,Šampēteris-Pleskodāle,Volguntes 40,3,89.5,1.0,4.0,Jaun.,Brick,All amenities,145000.0,56.9375738,24.03746545000001
For sale,Purvciems,Stirnu 12,1,40.0,5.0,5.0,M. ģim.,Panel,All amenities,39900.0,56.95355685,24.184090326854683
For sale,centrs,"Katrīnas dambis 24/18, Rīga",4,100.0,2.0,3.0,Staļina,Masonry,All amenities,98000.0,56.9716816,24.1021951
For sale,Ķengarags,Prūšu 4,2,41.0,3.0,5.0,Jaun.,Panel,All amenities,52578.0,56.914674700000006,24.18150793464188
For sale,Mežciems,Kaivas 50,3,54.0,5.0,5.0,Jaun.,Panel,All amenities,80900.0,56.95546705,24.24181865
For sale,Imanta,Anniņmuižas bulvāris 54,3,63.0,9.0,9.0,602.,Panel,All amenities,64000.0,56.9576685,24.008248
For sale,centrs,"Martas iela 9, Rīga",4,104.0,2.0,5.0,P. kara,Masonry,All amenities,135000.0,56.9552834,24.1285389
For sale,centrs,Miera 5,4,110.0,3.0,6.0,P. kara,Masonry,All amenities,149715.0,56.96657629999999,24.1337504
For sale,centrs,Miera 5,3,77.0,3.0,6.0,P. kara,Masonry,All amenities,119660.0,56.96657629999999,24.1337504
For sale,centrs,Alberta 7,5,173.0,4.0,5.0,P. kara,Masonry,All amenities,480000.0,56.95892215000001,24.109610509730803
For sale,Zolitūde,Anniņmuižas 7,3,97.1,12.0,13.0,Jaun.,Brick,All amenities,128000.0,56.94666195,24.01301965007177
For sale,Āgenskalns,Melnsila 24,3,60.0,5.0,5.0,Hrušč.,Panel,All amenities,75000.0,56.94578335,24.064350448330263
For sale,Āgenskalns,Āgenskalna 22,1,31.0,4.0,5.0,Hrušč.,Brick,All amenities,42500.0,56.94561039999999,24.0623652
For sale,Ziepniekkalns,Zaļenieku 18,3,88.0,1.0,6.0,Jaun.,Masonry,All amenities,119999.0,56.909361700000005,24.096472420214567
For sale,centrs,Ģertrūdes 98,2,36.0,5.0,5.0,P. kara,Brick,Partial amenities,32900.0,56.94805329999999,24.138467676743343
For sale,centrs,Ausekļa 8,3,75.0,3.0,6.0,Specpr.,Brick,All amenities,148000.0,56.9606806,24.1003622
For sale,Pļavnieki,Jasmuižas 13,1,32.0,7.0,9.0,467.,Panel,All amenities,30800.0,56.9367253,24.212928100000003
For sale,Citi,Liepājas 78c,3,93.0,3.0,4.0,Jaun.,Brick-Panel,All amenities,123000.0,56.923683200000006,24.055045720766596
For sale,Mežciems,Hipokrāta 37/34,2,48.96,9.0,9.0,602.,Panel,All amenities,60000.0,56.9580423,24.2381625
For sale,Purvciems,Vaidavas 15/1,4,134.0,6.0,7.0,Jaun.,Brick-Panel,All amenities,201000.0,56.962213600000005,24.1761063
For sale,Pļavnieki,Dzeņu 7-1,2,72.0,7.0,7.0,Jaun.,Brick-Panel,All amenities,105000.0,56.9401889,24.2111828
For sale,Zolitūde,Gramzdas 19,4,90.0,4.0,9.0,119.,Panel,All amenities,90000.0,56.94351315,24.007624426696854
For sale,centrs,Ģertrūdes 110,4,83.0,5.0,6.0,P. kara,Masonry,All amenities,125000.0,56.94718845,24.140703190753943
For sale,Imanta,M. Krūmu 9,3,64.0,1.0,9.0,602.,Panel,All amenities,49900.0,56.95864045,24.00466907100107
For sale,Teika,Bajāru 59,5,154.0,1.0,3.0,Specpr.,Brick,All amenities,195000.0,56.9713264,24.192219026963706
For sale,centrs,Klusā 18,2,47.0,5.0,8.0,Renov.,Panel-Brick,All amenities,72000.0,56.9762119,24.14626194976959
For sale,Teika,Ropažu 12,2,71.0,4.0,10.0,Jaun.,Masonry,All amenities,135000.0,56.97725905,24.16672669992548
For sale,centrs,Valdemāra 37,3,78.3,4.0,6.0,Renov.,Masonry,All amenities,159732.0,56.958482,24.116859
For sale,Ziepniekkalns,Bikstu 6,2,75.0,5.0,6.0,Jaun.,Brick,All amenities,88500.0,56.90884755,24.079437051352325
For sale,centrs,Strēlnieku 13,3,74.0,4.0,5.0,P. kara,Masonry,All amenities,156000.0,56.9589644,24.1081412
For sale,Teika,"Vidrižu iela 4, Rīga",3,76.0,5.0,9.0,Specpr.,Brick-Panel,All amenities,93000.0,56.9788671,24.1774824079002
For sale,Ķengarags,Maskavas 321,2,48.0,5.0,5.0,LT proj.,Panel,All amenities,38900.0,56.8597884,24.3083417
For sale,centrs,Blaumaņa 34,3,89.0,6.0,7.0,Renov.,Masonry,All amenities,163910.0,56.95187610000001,24.1257094
For sale,Maskavas priekšpilsēta,Rēznas 5,2,64.0,3.0,5.0,Staļina,Masonry,All amenities,77000.0,56.9360312,24.1617323
For sale,Iļģuciems,Palangas 1,3,66.0,1.0,5.0,LT proj.,Panel,All amenities,50000.0,56.96947610000001,24.05416380424516
For sale,centrs,Bruņinieku 28,3,79.0,5.0,6.0,P. kara,Brick,All amenities,143000.0,56.95567115,24.131410960883397
For sale,Citi,Raņķa d. 9,3,115.0,6.0,6.0,Jaun.,Masonry,All amenities,172500.0,56.9483074,24.0801468
For sale,Teika,Kuršu 25a,2,43.0,3.0,3.0,Staļina,Brick,All amenities,53000.0,56.9803374,24.193055828089232
For sale,Maskavas priekšpilsēta,Daugavpils 8a,2,58.0,3.0,4.0,Jaun.,Brick-Panel,All amenities,79500.0,56.93994095,24.141974045949357
For sale,Purvciems,Deglava 56,2,53.0,1.0,2.0,P. kara,Masonry,All amenities,47500.0,56.950576,24.1723616
For sale,Mežciems,Kaivas 50k-1,2,51.0,1.0,5.0,Jaun.,Brick-Panel,All amenities,64170.0,56.9541725,24.2443253
For sale,Sarkandaugava,Hāpsalas 1/1,3,64.0,6.0,8.0,Renov.,Brick-Panel,All amenities,77000.0,57.0002634,24.121861
For sale,centrs,Maskavas 108,4,96.0,1.0,2.0,Specpr.,Wood,All amenities,28890.0,56.8597884,24.3083417
